Cases,Deaths,Date,Region,Year,Town,Num_Month,Month
5,0,10/01/2016,BARMM,2016,Basilan,01,January
7,0,17/01/2016,BARMM,2016,Basilan,01,January
5,0,24/01/2016,BARMM,2016,Basilan,01,January
2,1,31/01/2016,BARMM,2016,Basilan,01,January
5,0,07/02/2016,BARMM,2016,Basilan,02,February
5,0,14/02/2016,BARMM,2016,Basilan,02,February
3,0,21/02/2016,BARMM,2016,Basilan,02,February
8,1,28/02/2016,BARMM,2016,Basilan,02,February
8,1,06/03/2016,BARMM,2016,Basilan,03,March
8,0,13/03/2016,BARMM,2016,Basilan,03,March
6,0,20/03/2016,BARMM,2016,Basilan,03,March
2,0,27/03/2016,BARMM,2016,Basilan,03,March
3,0,03/04/2016,BARMM,2016,Basilan,04,April
3,0,10/04/2016,BARMM,2016,Basilan,04,April
6,1,17/04/2016,BARMM,2016,Basilan,04,April
1,0,24/04/2016,BARMM,2016,Basilan,04,April
7,0,01/05/2016,BARMM,2016,Basilan,05,May
8,0,08/05/2016,BARMM,2016,Basilan,05,May
7,0,15/05/2016,BARMM,2016,Basilan,05,May
3,0,22/05/2016,BARMM,2016,Basilan,05,May
6,0,29/05/2016,BARMM,2016,Basilan,05,May
8,0,05/06/2016,BARMM,2016,Basilan,06,June
8,0,12/06/2016,BARMM,2016,Basilan,06,June
13,1,19/06/2016,BARMM,2016,Basilan,06,June
8,0,26/06/2016,BARMM,2016,Basilan,06,June
13,0,03/07/2016,BARMM,2016,Basilan,07,July
3,0,10/07/2016,BARMM,2016,Basilan,07,July
15,0,17/07/2016,BARMM,2016,Basilan,07,July
11,0,24/07/2016,BARMM,2016,Basilan,07,July
8,0,31/07/2016,BARMM,2016,Basilan,07,July
6,0,07/08/2016,BARMM,2016,Basilan,08,August
7,0,14/08/2016,BARMM,2016,Basilan,08,August
6,0,21/08/2016,BARMM,2016,Basilan,08,August
15,0,28/08/2016,BARMM,2016,Basilan,08,August
11,0,11/09/2016,BARMM,2016,Basilan,09,September
4,0,25/09/2016,BARMM,2016,Basilan,09,September
4,0,09/10/2016,BARMM,2016,Basilan,10,October
1,0,23/10/2016,BARMM,2016,Basilan,10,October
7,1,06/11/2016,BARMM,2016,Basilan,11,November
8,0,20/11/2016,BARMM,2016,Basilan,11,November
8,0,27/11/2016,BARMM,2016,Basilan,11,November
5,0,04/12/2016,BARMM,2016,Basilan,12,December
12,0,11/12/2016,BARMM,2016,Basilan,12,December
4,0,18/12/2016,BARMM,2016,Basilan,12,December
8,0,25/12/2016,BARMM,2016,Basilan,12,December
0,5,04/09/2016,BARMM,2016,Basilan,09,September
0,4,18/09/2016,BARMM,2016,Basilan,09,September
0,4,02/10/2016,BARMM,2016,Basilan,10,October
0,5,16/10/2016,BARMM,2016,Basilan,10,October
0,9,30/10/2016,BARMM,2016,Basilan,10,October
0,0,10/01/2016,BARMM,2016,LanaoDelSur,01,January
1,0,17/01/2016,BARMM,2016,LanaoDelSur,01,January
0,0,24/01/2016,BARMM,2016,LanaoDelSur,01,January
0,0,31/01/2016,BARMM,2016,LanaoDelSur,01,January
3,0,07/02/2016,BARMM,2016,LanaoDelSur,02,February
3,0,14/02/2016,BARMM,2016,LanaoDelSur,02,February
5,0,21/02/2016,BARMM,2016,LanaoDelSur,02,February
1,1,28/02/2016,BARMM,2016,LanaoDelSur,02,February
1,1,06/03/2016,BARMM,2016,LanaoDelSur,03,March
8,1,13/03/2016,BARMM,2016,LanaoDelSur,03,March
5,0,20/03/2016,BARMM,2016,LanaoDelSur,03,March
3,0,27/03/2016,BARMM,2016,LanaoDelSur,03,March
3,0,03/04/2016,BARMM,2016,LanaoDelSur,04,April
6,1,10/04/2016,BARMM,2016,LanaoDelSur,04,April
7,0,17/04/2016,BARMM,2016,LanaoDelSur,04,April
7,1,24/04/2016,BARMM,2016,LanaoDelSur,04,April
10,0,01/05/2016,BARMM,2016,LanaoDelSur,05,May
6,0,08/05/2016,BARMM,2016,LanaoDelSur,05,May
6,1,15/05/2016,BARMM,2016,LanaoDelSur,05,May
1,0,22/05/2016,BARMM,2016,LanaoDelSur,05,May
10,3,29/05/2016,BARMM,2016,LanaoDelSur,05,May
16,1,05/06/2016,BARMM,2016,LanaoDelSur,06,June
12,1,12/06/2016,BARMM,2016,LanaoDelSur,06,June
32,0,19/06/2016,BARMM,2016,LanaoDelSur,06,June
23,0,26/06/2016,BARMM,2016,LanaoDelSur,06,June
38,0,03/07/2016,BARMM,2016,LanaoDelSur,07,July
35,0,10/07/2016,BARMM,2016,LanaoDelSur,07,July
32,0,17/07/2016,BARMM,2016,LanaoDelSur,07,July
34,0,24/07/2016,BARMM,2016,LanaoDelSur,07,July
33,0,31/07/2016,BARMM,2016,LanaoDelSur,07,July
38,0,07/08/2016,BARMM,2016,LanaoDelSur,08,August
30,0,14/08/2016,BARMM,2016,LanaoDelSur,08,August
24,0,21/08/2016,BARMM,2016,LanaoDelSur,08,August
18,0,28/08/2016,BARMM,2016,LanaoDelSur,08,August
26,1,11/09/2016,BARMM,2016,LanaoDelSur,09,September
15,0,25/09/2016,BARMM,2016,LanaoDelSur,09,September
9,0,09/10/2016,BARMM,2016,LanaoDelSur,10,October
14,0,23/10/2016,BARMM,2016,LanaoDelSur,10,October
7,0,06/11/2016,BARMM,2016,LanaoDelSur,11,November
3,0,20/11/2016,BARMM,2016,LanaoDelSur,11,November
7,0,27/11/2016,BARMM,2016,LanaoDelSur,11,November
0,0,04/12/2016,BARMM,2016,LanaoDelSur,12,December
5,0,11/12/2016,BARMM,2016,LanaoDelSur,12,December
1,0,18/12/2016,BARMM,2016,LanaoDelSur,12,December
2,0,25/12/2016,BARMM,2016,LanaoDelSur,12,December
0,17,04/09/2016,BARMM,2016,LanaoDelSur,09,September
0,12,18/09/2016,BARMM,2016,LanaoDelSur,09,September
0,14,02/10/2016,BARMM,2016,LanaoDelSur,10,October
0,9,16/10/2016,BARMM,2016,LanaoDelSur,10,October
0,2,30/10/2016,BARMM,2016,LanaoDelSur,10,October
16,0,10/01/2016,BARMM,2016,Maguindanao,01,January
21,0,17/01/2016,BARMM,2016,Maguindanao,01,January
16,0,24/01/2016,BARMM,2016,Maguindanao,01,January
24,0,31/01/2016,BARMM,2016,Maguindanao,01,January
14,0,07/02/2016,BARMM,2016,Maguindanao,02,February
14,0,14/02/2016,BARMM,2016,Maguindanao,02,February
17,0,21/02/2016,BARMM,2016,Maguindanao,02,February
0,0,28/02/2016,BARMM,2016,Maguindanao,02,February
9,0,06/03/2016,BARMM,2016,Maguindanao,03,March
13,0,13/03/2016,BARMM,2016,Maguindanao,03,March
12,0,20/03/2016,BARMM,2016,Maguindanao,03,March
18,0,27/03/2016,BARMM,2016,Maguindanao,03,March
9,0,03/04/2016,BARMM,2016,Maguindanao,04,April
17,0,10/04/2016,BARMM,2016,Maguindanao,04,April
10,0,17/04/2016,BARMM,2016,Maguindanao,04,April
22,0,24/04/2016,BARMM,2016,Maguindanao,04,April
12,0,01/05/2016,BARMM,2016,Maguindanao,05,May
13,0,08/05/2016,BARMM,2016,Maguindanao,05,May
22,0,15/05/2016,BARMM,2016,Maguindanao,05,May
23,0,22/05/2016,BARMM,2016,Maguindanao,05,May
19,0,29/05/2016,BARMM,2016,Maguindanao,05,May
23,2,05/06/2016,BARMM,2016,Maguindanao,06,June
36,0,12/06/2016,BARMM,2016,Maguindanao,06,June
34,0,19/06/2016,BARMM,2016,Maguindanao,06,June
32,1,26/06/2016,BARMM,2016,Maguindanao,06,June
50,0,03/07/2016,BARMM,2016,Maguindanao,07,July
40,0,10/07/2016,BARMM,2016,Maguindanao,07,July
76,1,17/07/2016,BARMM,2016,Maguindanao,07,July
33,0,24/07/2016,BARMM,2016,Maguindanao,07,July
44,0,31/07/2016,BARMM,2016,Maguindanao,07,July
63,0,07/08/2016,BARMM,2016,Maguindanao,08,August
39,1,14/08/2016,BARMM,2016,Maguindanao,08,August
34,0,21/08/2016,BARMM,2016,Maguindanao,08,August
30,0,28/08/2016,BARMM,2016,Maguindanao,08,August
30,0,11/09/2016,BARMM,2016,Maguindanao,09,September
23,2,25/09/2016,BARMM,2016,Maguindanao,09,September
27,0,09/10/2016,BARMM,2016,Maguindanao,10,October
14,0,23/10/2016,BARMM,2016,Maguindanao,10,October
20,0,06/11/2016,BARMM,2016,Maguindanao,11,November
24,0,20/11/2016,BARMM,2016,Maguindanao,11,November
49,0,27/11/2016,BARMM,2016,Maguindanao,11,November
27,0,04/12/2016,BARMM,2016,Maguindanao,12,December
26,0,11/12/2016,BARMM,2016,Maguindanao,12,December
27,1,18/12/2016,BARMM,2016,Maguindanao,12,December
26,1,25/12/2016,BARMM,2016,Maguindanao,12,December
0,28,04/09/2016,BARMM,2016,Maguindanao,09,September
0,26,18/09/2016,BARMM,2016,Maguindanao,09,September
0,13,02/10/2016,BARMM,2016,Maguindanao,10,October
0,19,16/10/2016,BARMM,2016,Maguindanao,10,October
0,24,30/10/2016,BARMM,2016,Maguindanao,10,October
6,0,10/01/2016,BARMM,2016,Sulu,01,January
2,0,17/01/2016,BARMM,2016,Sulu,01,January
5,0,24/01/2016,BARMM,2016,Sulu,01,January
6,1,31/01/2016,BARMM,2016,Sulu,01,January
3,0,07/02/2016,BARMM,2016,Sulu,02,February
3,0,14/02/2016,BARMM,2016,Sulu,02,February
1,0,21/02/2016,BARMM,2016,Sulu,02,February
0,0,28/02/2016,BARMM,2016,Sulu,02,February
0,0,06/03/2016,BARMM,2016,Sulu,03,March
2,0,13/03/2016,BARMM,2016,Sulu,03,March
0,0,20/03/2016,BARMM,2016,Sulu,03,March
1,0,27/03/2016,BARMM,2016,Sulu,03,March
2,0,03/04/2016,BARMM,2016,Sulu,04,April
6,0,10/04/2016,BARMM,2016,Sulu,04,April
0,0,17/04/2016,BARMM,2016,Sulu,04,April
4,1,24/04/2016,BARMM,2016,Sulu,04,April
1,0,01/05/2016,BARMM,2016,Sulu,05,May
1,0,08/05/2016,BARMM,2016,Sulu,05,May
1,0,15/05/2016,BARMM,2016,Sulu,05,May
1,0,22/05/2016,BARMM,2016,Sulu,05,May
1,0,29/05/2016,BARMM,2016,Sulu,05,May
2,0,05/06/2016,BARMM,2016,Sulu,06,June
1,0,12/06/2016,BARMM,2016,Sulu,06,June
3,0,19/06/2016,BARMM,2016,Sulu,06,June
4,1,26/06/2016,BARMM,2016,Sulu,06,June
7,0,03/07/2016,BARMM,2016,Sulu,07,July
6,1,10/07/2016,BARMM,2016,Sulu,07,July
2,0,17/07/2016,BARMM,2016,Sulu,07,July
2,0,24/07/2016,BARMM,2016,Sulu,07,July
4,0,31/07/2016,BARMM,2016,Sulu,07,July
3,0,07/08/2016,BARMM,2016,Sulu,08,August
1,0,14/08/2016,BARMM,2016,Sulu,08,August
5,0,21/08/2016,BARMM,2016,Sulu,08,August
3,1,28/08/2016,BARMM,2016,Sulu,08,August
8,0,11/09/2016,BARMM,2016,Sulu,09,September
7,0,25/09/2016,BARMM,2016,Sulu,09,September
4,0,09/10/2016,BARMM,2016,Sulu,10,October
6,0,23/10/2016,BARMM,2016,Sulu,10,October
2,0,06/11/2016,BARMM,2016,Sulu,11,November
2,0,20/11/2016,BARMM,2016,Sulu,11,November
4,0,27/11/2016,BARMM,2016,Sulu,11,November
4,0,04/12/2016,BARMM,2016,Sulu,12,December
7,0,11/12/2016,BARMM,2016,Sulu,12,December
4,0,18/12/2016,BARMM,2016,Sulu,12,December
2,0,25/12/2016,BARMM,2016,Sulu,12,December
0,4,04/09/2016,BARMM,2016,Sulu,09,September
0,5,18/09/2016,BARMM,2016,Sulu,09,September
1,3,02/10/2016,BARMM,2016,Sulu,10,October
0,3,16/10/2016,BARMM,2016,Sulu,10,October
0,2,30/10/2016,BARMM,2016,Sulu,10,October
1,0,10/01/2016,BARMM,2016,Tawi-Tawi,01,January
1,0,17/01/2016,BARMM,2016,Tawi-Tawi,01,January
4,0,24/01/2016,BARMM,2016,Tawi-Tawi,01,January
4,0,31/01/2016,BARMM,2016,Tawi-Tawi,01,January
2,0,07/02/2016,BARMM,2016,Tawi-Tawi,02,February
2,0,14/02/2016,BARMM,2016,Tawi-Tawi,02,February
1,0,21/02/2016,BARMM,2016,Tawi-Tawi,02,February
2,0,28/02/2016,BARMM,2016,Tawi-Tawi,02,February
2,0,06/03/2016,BARMM,2016,Tawi-Tawi,03,March
2,0,13/03/2016,BARMM,2016,Tawi-Tawi,03,March
3,0,20/03/2016,BARMM,2016,Tawi-Tawi,03,March
4,0,27/03/2016,BARMM,2016,Tawi-Tawi,03,March
1,0,03/04/2016,BARMM,2016,Tawi-Tawi,04,April
1,0,10/04/2016,BARMM,2016,Tawi-Tawi,04,April
0,0,17/04/2016,BARMM,2016,Tawi-Tawi,04,April
1,0,24/04/2016,BARMM,2016,Tawi-Tawi,04,April
2,0,01/05/2016,BARMM,2016,Tawi-Tawi,05,May
1,0,08/05/2016,BARMM,2016,Tawi-Tawi,05,May
1,0,15/05/2016,BARMM,2016,Tawi-Tawi,05,May
2,0,22/05/2016,BARMM,2016,Tawi-Tawi,05,May
1,0,29/05/2016,BARMM,2016,Tawi-Tawi,05,May
4,0,05/06/2016,BARMM,2016,Tawi-Tawi,06,June
2,0,12/06/2016,BARMM,2016,Tawi-Tawi,06,June
2,0,19/06/2016,BARMM,2016,Tawi-Tawi,06,June
0,0,26/06/2016,BARMM,2016,Tawi-Tawi,06,June
2,0,03/07/2016,BARMM,2016,Tawi-Tawi,07,July
0,0,10/07/2016,BARMM,2016,Tawi-Tawi,07,July
0,0,17/07/2016,BARMM,2016,Tawi-Tawi,07,July
1,0,24/07/2016,BARMM,2016,Tawi-Tawi,07,July
2,0,31/07/2016,BARMM,2016,Tawi-Tawi,07,July
3,0,07/08/2016,BARMM,2016,Tawi-Tawi,08,August
2,0,14/08/2016,BARMM,2016,Tawi-Tawi,08,August
0,0,21/08/2016,BARMM,2016,Tawi-Tawi,08,August
0,0,28/08/2016,BARMM,2016,Tawi-Tawi,08,August
0,0,11/09/2016,BARMM,2016,Tawi-Tawi,09,September
0,0,25/09/2016,BARMM,2016,Tawi-Tawi,09,September
2,0,09/10/2016,BARMM,2016,Tawi-Tawi,10,October
0,0,23/10/2016,BARMM,2016,Tawi-Tawi,10,October
1,0,06/11/2016,BARMM,2016,Tawi-Tawi,11,November
1,0,20/11/2016,BARMM,2016,Tawi-Tawi,11,November
0,0,27/11/2016,BARMM,2016,Tawi-Tawi,11,November
1,0,04/12/2016,BARMM,2016,Tawi-Tawi,12,December
0,0,11/12/2016,BARMM,2016,Tawi-Tawi,12,December
0,0,18/12/2016,BARMM,2016,Tawi-Tawi,12,December
1,0,25/12/2016,BARMM,2016,Tawi-Tawi,12,December
0,1,04/09/2016,BARMM,2016,Tawi-Tawi,09,September
0,0,18/09/2016,BARMM,2016,Tawi-Tawi,09,September
0,0,02/10/2016,BARMM,2016,Tawi-Tawi,10,October
0,1,16/10/2016,BARMM,2016,Tawi-Tawi,10,October
0,1,30/10/2016,BARMM,2016,Tawi-Tawi,10,October
4,0,01/01/2017,BARMM,2017,Basilan,01,January
8,0,08/01/2017,BARMM,2017,Basilan,01,January
7,0,15/01/2017,BARMM,2017,Basilan,01,January
13,0,22/01/2017,BARMM,2017,Basilan,01,January
15,0,29/01/2017,BARMM,2017,Basilan,01,January
14,0,05/02/2017,BARMM,2017,Basilan,02,February
11,0,12/02/2017,BARMM,2017,Basilan,02,February
14,0,19/02/2017,BARMM,2017,Basilan,02,February
9,1,26/02/2017,BARMM,2017,Basilan,02,February
7,0,05/03/2017,BARMM,2017,Basilan,03,March
7,0,12/03/2017,BARMM,2017,Basilan,03,March
4,0,19/03/2017,BARMM,2017,Basilan,03,March
2,0,26/03/2017,BARMM,2017,Basilan,03,March
3,0,02/04/2017,BARMM,2017,Basilan,04,April
3,0,09/04/2017,BARMM,2017,Basilan,04,April
5,0,16/04/2017,BARMM,2017,Basilan,04,April
3,0,23/04/2017,BARMM,2017,Basilan,04,April
8,0,30/04/2017,BARMM,2017,Basilan,04,April
2,0,07/05/2017,BARMM,2017,Basilan,05,May
7,0,14/05/2017,BARMM,2017,Basilan,05,May
3,0,21/05/2017,BARMM,2017,Basilan,05,May
3,0,28/05/2017,BARMM,2017,Basilan,05,May
10,0,04/06/2017,BARMM,2017,Basilan,06,June
4,0,11/06/2017,BARMM,2017,Basilan,06,June
16,0,18/06/2017,BARMM,2017,Basilan,06,June
11,0,25/06/2017,BARMM,2017,Basilan,06,June
13,0,02/07/2017,BARMM,2017,Basilan,07,July
13,0,09/07/2017,BARMM,2017,Basilan,07,July
8,0,16/07/2017,BARMM,2017,Basilan,07,July
6,0,23/07/2017,BARMM,2017,Basilan,07,July
6,0,30/07/2017,BARMM,2017,Basilan,07,July
7,0,06/08/2017,BARMM,2017,Basilan,08,August
2,0,13/08/2017,BARMM,2017,Basilan,08,August
4,0,20/08/2017,BARMM,2017,Basilan,08,August
10,0,27/08/2017,BARMM,2017,Basilan,08,August
8,0,03/09/2017,BARMM,2017,Basilan,09,September
7,1,10/09/2017,BARMM,2017,Basilan,09,September
3,0,17/09/2017,BARMM,2017,Basilan,09,September
1,0,24/09/2017,BARMM,2017,Basilan,09,September
5,0,01/10/2017,BARMM,2017,Basilan,10,October
2,0,08/10/2017,BARMM,2017,Basilan,10,October
8,0,15/10/2017,BARMM,2017,Basilan,10,October
5,0,22/10/2017,BARMM,2017,Basilan,10,October
10,0,29/10/2017,BARMM,2017,Basilan,10,October
2,0,05/11/2017,BARMM,2017,Basilan,11,November
8,0,12/11/2017,BARMM,2017,Basilan,11,November
2,0,19/11/2017,BARMM,2017,Basilan,11,November
4,0,26/11/2017,BARMM,2017,Basilan,11,November
1,0,03/12/2017,BARMM,2017,Basilan,12,December
1,0,10/12/2017,BARMM,2017,Basilan,12,December
3,0,17/12/2017,BARMM,2017,Basilan,12,December
7,0,24/12/2017,BARMM,2017,Basilan,12,December
5,0,31/12/2017,BARMM,2017,Basilan,12,December
1,0,01/01/2017,BARMM,2017,LanaoDelSur,01,January
0,0,08/01/2017,BARMM,2017,LanaoDelSur,01,January
0,0,15/01/2017,BARMM,2017,LanaoDelSur,01,January
0,0,22/01/2017,BARMM,2017,LanaoDelSur,01,January
0,0,29/01/2017,BARMM,2017,LanaoDelSur,01,January
0,0,05/02/2017,BARMM,2017,LanaoDelSur,02,February
0,0,12/02/2017,BARMM,2017,LanaoDelSur,02,February
0,0,19/02/2017,BARMM,2017,LanaoDelSur,02,February
0,0,26/02/2017,BARMM,2017,LanaoDelSur,02,February
1,0,05/03/2017,BARMM,2017,LanaoDelSur,03,March
0,0,12/03/2017,BARMM,2017,LanaoDelSur,03,March
0,0,19/03/2017,BARMM,2017,LanaoDelSur,03,March
0,0,26/03/2017,BARMM,2017,LanaoDelSur,03,March
0,0,02/04/2017,BARMM,2017,LanaoDelSur,04,April
0,0,09/04/2017,BARMM,2017,LanaoDelSur,04,April
0,0,16/04/2017,BARMM,2017,LanaoDelSur,04,April
1,0,23/04/2017,BARMM,2017,LanaoDelSur,04,April
0,0,30/04/2017,BARMM,2017,LanaoDelSur,04,April
0,0,07/05/2017,BARMM,2017,LanaoDelSur,05,May
0,0,14/05/2017,BARMM,2017,LanaoDelSur,05,May
0,0,21/05/2017,BARMM,2017,LanaoDelSur,05,May
1,0,28/05/2017,BARMM,2017,LanaoDelSur,05,May
0,0,04/06/2017,BARMM,2017,LanaoDelSur,06,June
0,0,11/06/2017,BARMM,2017,LanaoDelSur,06,June
0,0,18/06/2017,BARMM,2017,LanaoDelSur,06,June
0,0,25/06/2017,BARMM,2017,LanaoDelSur,06,June
1,0,02/07/2017,BARMM,2017,LanaoDelSur,07,July
0,0,09/07/2017,BARMM,2017,LanaoDelSur,07,July
0,0,16/07/2017,BARMM,2017,LanaoDelSur,07,July
0,0,23/07/2017,BARMM,2017,LanaoDelSur,07,July
0,0,30/07/2017,BARMM,2017,LanaoDelSur,07,July
0,0,06/08/2017,BARMM,2017,LanaoDelSur,08,August
0,0,13/08/2017,BARMM,2017,LanaoDelSur,08,August
0,0,20/08/2017,BARMM,2017,LanaoDelSur,08,August
3,0,27/08/2017,BARMM,2017,LanaoDelSur,08,August
1,0,03/09/2017,BARMM,2017,LanaoDelSur,09,September
1,0,10/09/2017,BARMM,2017,LanaoDelSur,09,September
0,0,17/09/2017,BARMM,2017,LanaoDelSur,09,September
0,0,24/09/2017,BARMM,2017,LanaoDelSur,09,September
0,0,01/10/2017,BARMM,2017,LanaoDelSur,10,October
0,0,08/10/2017,BARMM,2017,LanaoDelSur,10,October
0,0,15/10/2017,BARMM,2017,LanaoDelSur,10,October
0,0,22/10/2017,BARMM,2017,LanaoDelSur,10,October
1,0,29/10/2017,BARMM,2017,LanaoDelSur,10,October
0,0,05/11/2017,BARMM,2017,LanaoDelSur,11,November
0,0,12/11/2017,BARMM,2017,LanaoDelSur,11,November
0,0,19/11/2017,BARMM,2017,LanaoDelSur,11,November
0,0,26/11/2017,BARMM,2017,LanaoDelSur,11,November
0,0,03/12/2017,BARMM,2017,LanaoDelSur,12,December
0,0,10/12/2017,BARMM,2017,LanaoDelSur,12,December
0,0,17/12/2017,BARMM,2017,LanaoDelSur,12,December
0,0,24/12/2017,BARMM,2017,LanaoDelSur,12,December
0,0,31/12/2017,BARMM,2017,LanaoDelSur,12,December
16,0,01/01/2017,BARMM,2017,Maguindanao,01,January
0,0,08/01/2017,BARMM,2017,Maguindanao,01,January
0,0,15/01/2017,BARMM,2017,Maguindanao,01,January
0,0,22/01/2017,BARMM,2017,Maguindanao,01,January
0,0,29/01/2017,BARMM,2017,Maguindanao,01,January
0,0,05/02/2017,BARMM,2017,Maguindanao,02,February
0,0,12/02/2017,BARMM,2017,Maguindanao,02,February
0,0,19/02/2017,BARMM,2017,Maguindanao,02,February
0,0,26/02/2017,BARMM,2017,Maguindanao,02,February
0,0,05/03/2017,BARMM,2017,Maguindanao,03,March
0,0,12/03/2017,BARMM,2017,Maguindanao,03,March
0,0,19/03/2017,BARMM,2017,Maguindanao,03,March
0,0,26/03/2017,BARMM,2017,Maguindanao,03,March
0,0,02/04/2017,BARMM,2017,Maguindanao,04,April
0,0,09/04/2017,BARMM,2017,Maguindanao,04,April
0,0,16/04/2017,BARMM,2017,Maguindanao,04,April
0,0,23/04/2017,BARMM,2017,Maguindanao,04,April
0,0,30/04/2017,BARMM,2017,Maguindanao,04,April
0,0,07/05/2017,BARMM,2017,Maguindanao,05,May
0,0,14/05/2017,BARMM,2017,Maguindanao,05,May
1,0,21/05/2017,BARMM,2017,Maguindanao,05,May
0,0,28/05/2017,BARMM,2017,Maguindanao,05,May
0,0,04/06/2017,BARMM,2017,Maguindanao,06,June
0,0,11/06/2017,BARMM,2017,Maguindanao,06,June
0,0,18/06/2017,BARMM,2017,Maguindanao,06,June
0,0,25/06/2017,BARMM,2017,Maguindanao,06,June
0,0,02/07/2017,BARMM,2017,Maguindanao,07,July
0,0,09/07/2017,BARMM,2017,Maguindanao,07,July
0,0,16/07/2017,BARMM,2017,Maguindanao,07,July
0,0,23/07/2017,BARMM,2017,Maguindanao,07,July
0,0,30/07/2017,BARMM,2017,Maguindanao,07,July
0,0,06/08/2017,BARMM,2017,Maguindanao,08,August
0,0,13/08/2017,BARMM,2017,Maguindanao,08,August
1,0,20/08/2017,BARMM,2017,Maguindanao,08,August
0,0,27/08/2017,BARMM,2017,Maguindanao,08,August
0,0,03/09/2017,BARMM,2017,Maguindanao,09,September
0,0,10/09/2017,BARMM,2017,Maguindanao,09,September
0,0,17/09/2017,BARMM,2017,Maguindanao,09,September
0,0,24/09/2017,BARMM,2017,Maguindanao,09,September
0,0,01/10/2017,BARMM,2017,Maguindanao,10,October
0,0,08/10/2017,BARMM,2017,Maguindanao,10,October
0,0,15/10/2017,BARMM,2017,Maguindanao,10,October
0,0,22/10/2017,BARMM,2017,Maguindanao,10,October
0,0,29/10/2017,BARMM,2017,Maguindanao,10,October
0,0,05/11/2017,BARMM,2017,Maguindanao,11,November
0,0,12/11/2017,BARMM,2017,Maguindanao,11,November
0,0,19/11/2017,BARMM,2017,Maguindanao,11,November
1,0,26/11/2017,BARMM,2017,Maguindanao,11,November
0,0,03/12/2017,BARMM,2017,Maguindanao,12,December
0,0,10/12/2017,BARMM,2017,Maguindanao,12,December
0,0,17/12/2017,BARMM,2017,Maguindanao,12,December
0,0,24/12/2017,BARMM,2017,Maguindanao,12,December
0,0,31/12/2017,BARMM,2017,Maguindanao,12,December
1,0,01/01/2017,BARMM,2017,Sulu,01,January
2,0,08/01/2017,BARMM,2017,Sulu,01,January
2,0,15/01/2017,BARMM,2017,Sulu,01,January
1,0,22/01/2017,BARMM,2017,Sulu,01,January
2,0,29/01/2017,BARMM,2017,Sulu,01,January
2,0,05/02/2017,BARMM,2017,Sulu,02,February
1,0,12/02/2017,BARMM,2017,Sulu,02,February
1,0,19/02/2017,BARMM,2017,Sulu,02,February
1,0,26/02/2017,BARMM,2017,Sulu,02,February
1,0,05/03/2017,BARMM,2017,Sulu,03,March
1,0,12/03/2017,BARMM,2017,Sulu,03,March
0,0,19/03/2017,BARMM,2017,Sulu,03,March
0,0,26/03/2017,BARMM,2017,Sulu,03,March
1,0,02/04/2017,BARMM,2017,Sulu,04,April
2,0,09/04/2017,BARMM,2017,Sulu,04,April
0,0,16/04/2017,BARMM,2017,Sulu,04,April
0,0,23/04/2017,BARMM,2017,Sulu,04,April
2,0,30/04/2017,BARMM,2017,Sulu,04,April
0,0,07/05/2017,BARMM,2017,Sulu,05,May
1,0,14/05/2017,BARMM,2017,Sulu,05,May
0,0,21/05/2017,BARMM,2017,Sulu,05,May
0,0,28/05/2017,BARMM,2017,Sulu,05,May
1,0,04/06/2017,BARMM,2017,Sulu,06,June
1,0,11/06/2017,BARMM,2017,Sulu,06,June
1,0,18/06/2017,BARMM,2017,Sulu,06,June
1,0,25/06/2017,BARMM,2017,Sulu,06,June
2,0,02/07/2017,BARMM,2017,Sulu,07,July
1,0,09/07/2017,BARMM,2017,Sulu,07,July
2,0,16/07/2017,BARMM,2017,Sulu,07,July
1,0,23/07/2017,BARMM,2017,Sulu,07,July
1,0,30/07/2017,BARMM,2017,Sulu,07,July
1,0,06/08/2017,BARMM,2017,Sulu,08,August
1,0,13/08/2017,BARMM,2017,Sulu,08,August
1,0,20/08/2017,BARMM,2017,Sulu,08,August
0,0,27/08/2017,BARMM,2017,Sulu,08,August
0,0,03/09/2017,BARMM,2017,Sulu,09,September
1,0,10/09/2017,BARMM,2017,Sulu,09,September
0,0,17/09/2017,BARMM,2017,Sulu,09,September
0,0,24/09/2017,BARMM,2017,Sulu,09,September
2,0,01/10/2017,BARMM,2017,Sulu,10,October
0,0,08/10/2017,BARMM,2017,Sulu,10,October
2,0,15/10/2017,BARMM,2017,Sulu,10,October
0,0,22/10/2017,BARMM,2017,Sulu,10,October
0,0,29/10/2017,BARMM,2017,Sulu,10,October
0,0,05/11/2017,BARMM,2017,Sulu,11,November
0,0,12/11/2017,BARMM,2017,Sulu,11,November
0,0,19/11/2017,BARMM,2017,Sulu,11,November
0,0,26/11/2017,BARMM,2017,Sulu,11,November
1,0,03/12/2017,BARMM,2017,Sulu,12,December
0,0,10/12/2017,BARMM,2017,Sulu,12,December
0,0,17/12/2017,BARMM,2017,Sulu,12,December
0,0,24/12/2017,BARMM,2017,Sulu,12,December
0,0,31/12/2017,BARMM,2017,Sulu,12,December
0,0,01/01/2017,BARMM,2017,Tawi-Tawi,01,January
1,0,08/01/2017,BARMM,2017,Tawi-Tawi,01,January
0,0,15/01/2017,BARMM,2017,Tawi-Tawi,01,January
0,0,22/01/2017,BARMM,2017,Tawi-Tawi,01,January
1,0,29/01/2017,BARMM,2017,Tawi-Tawi,01,January
